0,1
1,"  (0, 7598)	0.2316014580971133
  (0, 1702)	0.22180341740595236"
1,"  (0, 7399)	0.5039254761014772
  (0, 7060)	0.14602122583873942
  (0, 5691)	0.5465215191295643
  (0, 2669)	0.44649713862992557
  (0, 2280)	0.2897680398810947
  (0, 2234)	0.27326075956478213
  (0, 472)	0.2608725566432781"
0,"  (0, 7216)	0.1875875272470871
  (0, 7167)	0.1263171228590852
  (0, 7055)	0.29012578010753015
  (0, 7044)	0.14883029719812005
  (0, 7009)	0.29012578010753015
  (0, 6650)	0.24509943142946056
  (0, 5788)	0.2676126057684954
  (0, 5041)	0.29012578010753015
  (0, 4437)	0.2187607059083942
  (0, 4376)	0.22933030994096573
  (0, 4166)	0.1728444482760539
  (0, 3921)	0.29012578010753015
  (0, 2618)	0.29012578010753015
  (0, 2020)	0.475703616209256
  (0, 1822)	0.13240693327770614"
1,"  (0, 6245)	0.7474454646667754
  (0, 5870)	0.664323172370999"
1,"  (0, 7006)	0.28844869094035225
  (0, 4237)	0.2946809266715701
  (0, 3915)	0.29146935774346877
  (0, 3414)	0.3903856796671989
  (0, 2775)	0.7348198995235631
  (0, 2630)	0.22944466440157482"
1,"  (0, 7847)	0.3091400862154996
  (0, 6377)	0.5130443177639828
  (0, 4868)	0.4098623838365038
  (0, 3627)	0.39216106024976344
  (0, 1505)	0.31740173850843745
  (0, 1260)	0.46765008354134213"
1,"  (0, 7167)	0.16077897885605577
  (0, 7060)	0.12076766572288863
  (0, 6401)	0.32386048590799643
  (0, 6129)	0.2833122724170424
  (0, 3895)	0.4929575732962488
  (0, 3825)	0.3849547364024325
  (0, 2286)	0.48488467886197084
  (0, 328)	0.2701471574526023
  (0, 119)	0.27408735143305324"
1,"  (0, 7399)	0.32619804182748896
  (0, 6187)	0.5187522138251754
  (0, 4056)	0.3409692463324731
  (0, 2249)	0.5780477440014534
  (0, 201)	0.4172430429254475"
1,"  (0, 7603)	0.2630522121548813
  (0, 7029)	0.25962858814461653
  (0, 6785)	0.2419384072811125
  (0, 6472)	0.27106772132277407
  (0, 6083)	0.29596616695454553
  (0, 6001)	0.2630522121548813
  (0, 5419)	0.186604290406006
  (0, 4982)	0.26683685291288395
  (0, 3989)	0.26683685291288395
  (0, 3803)	0.19115732119095574
  (0, 3561)	0.14742741129200998
  (0, 3446)	0.13452923233790945
  (0, 3148)	0.25656473125916857
  (0, 3077)	0.25096583869037975
  (0, 2575)	0.20523981172344563
  (0, 2369)	0.32086461258631693
  (0, 1939)	0.21703996164934103"
1,"  (0, 3803)	0.511812950973938
  (0, 1356)	0.8590969114223083"
1,"  (0, 6645)	0.3077827353115015
  (0, 4221)	0.26375361531091296
  (0, 3955)	0.19423595306682817
  (0, 3850)	0.1780985330143547
  (0, 3682)	0.2468726297339248
  (0, 2470)	0.3417399188930337
  (0, 2234)	0.21909334790198529
  (0, 1967)	0.3024311933978038
  (0, 1942)	0.3024311933978038
  (0, 1734)	0.24215223522856605
  (0, 1702)	0.3933312159674871
  (0, 1013)	0.28966851298117413
  (0, 880)	0.24563939298058557"
1,"  (0, 6750)	0.36357206023647354
  (0, 5646)	0.35009162168395047
  (0, 4789)	0.5245121250805981
  (0, 3702)	0.30098776663739574
  (0, 3561)	0.2409971737568953
  (0, 3148)	0.20970108128903986
  (0, 3144)	0.24488085321682046
  (0, 970)	0.3416888477702084
  (0, 223)	0.3174468872186986"
1,"  (0, 7591)	0.27224445499424466
  (0, 7219)	0.4872479481472425
  (0, 5503)	0.3360101229679674
  (0, 3803)	0.2902813487995981
  (0, 3731)	0.22818704222275554
  (0, 2234)	0.29820066667314854
  (0, 1793)	0.3360101229679674
  (0, 142)	0.4872479481472425"
1,"  (0, 7706)	0.2803579611958606
  (0, 7362)	0.2068332833507415
  (0, 7335)	0.2673073327927643
  (0, 6730)	0.4897347248142669
  (0, 6525)	0.25976390879098027
  (0, 5738)	0.41083055134108776
  (0, 3770)	0.2836820054254674
  (0, 1796)	0.30496930046061027
  (0, 1182)	0.3969701638505407"
1,"  (0, 7752)	0.1786021803468473
  (0, 7577)	0.19341836501255893
  (0, 7216)	0.19946937370307202
  (0, 6822)	0.22568652351532234
  (0, 6273)	0.3085024281861622
  (0, 4349)	0.1662435923334928
  (0, 3731)	0.14447727665969606
  (0, 2668)	0.28925422333191436
  (0, 2188)	0.3085024281861622
  (0, 1806)	0.1786021803468473
  (0, 1126)	0.24129669521262911
  (0, 1091)	0.2466205841039989
  (0, 1016)	0.2845632630861271
  (0, 491)	0.3085024281861622
  (0, 289)	0.3085024281861622
  (0, 60)	0.3085024281861622"
1,"  (0, 6667)	0.6676347918600821
  (0, 3453)	0.744488941958136"
1,"  (0, 5333)	0.3711693689477324
  (0, 3446)	0.18712981256823144
  (0, 3042)	0.4463218422464444
  (0, 2225)	0.4116881690785887
  (0, 2178)	0.4463218422464444
  (0, 1702)	0.24519180990616268
  (0, 1479)	0.4463218422464444"
0,"  (0, 7764)	0.2096451157740755
  (0, 7075)	0.2637214797668904
  (0, 6717)	0.2190522001517658
  (0, 6464)	0.32246538868073266
  (0, 5614)	0.2605535584039632
  (0, 5535)	0.3057753652749234
  (0, 5533)	0.19461085228925884
  (0, 4237)	0.23862190533027944
  (0, 4203)	0.19461085228925884
  (0, 1315)	0.2939336052155817
  (0, 1063)	0.5950304503227755"
1,"  (0, 7847)	0.22577928855548088
  (0, 7828)	0.27940123905606296
  (0, 7719)	0.3940935282653779
  (0, 6833)	0.3673268814797219
  (0, 4641)	0.19227278841370718
  (0, 4389)	0.29316118755267484
  (0, 4285)	0.24412158682700005
  (0, 3814)	0.28517092392059157
  (0, 3701)	0.3045644820842712
  (0, 3673)	0.3609400216050863
  (0, 2989)	0.21735494004134406
  (0, 2630)	0.2158921226788877"
1,"  (0, 5648)	0.573230436143515
  (0, 4689)	0.5577453308747129
  (0, 3702)	0.3955474292985407
  (0, 3561)	0.31670992350527666
  (0, 3144)	0.32181371707056"
1,"  (0, 3703)	0.6888823333924138
  (0, 970)	0.539630305895199
  (0, 472)	0.4839837432179693"
1,"  (0, 7060)	0.31904331802652214
  (0, 3825)	0.508485593625994
  (0, 1596)	0.7997835721602738"
1,"  (0, 7793)	0.341680263262502
  (0, 7008)	0.26868608533076066
  (0, 6890)	0.3097982073717132
  (0, 6706)	0.35323974279777304
  (0, 5754)	0.31242727057182884
  (0, 3446)	0.17226250055019957
  (0, 3266)	0.3789798775465171
  (0, 3148)	0.16426348902624363
  (0, 3048)	0.2666414783288501
  (0, 2891)	0.26974351314046485
  (0, 1702)	0.2257115192346177
  (0, 1597)	0.31242727057182884"
1,"  (0, 7432)	0.3145797111182692
  (0, 7396)	0.4733176021756118
  (0, 7364)	0.33540625562727544
  (0, 6525)	0.28568921482620185
  (0, 5015)	0.2665598361363745
  (0, 3446)	0.1984483522799686
  (0, 2705)	0.2634419951447564
  (0, 140)	0.39986062298841896
  (0, 14)	0.3783758338680378"
1,"  (0, 7823)	0.3553069417297343
  (0, 7362)	0.18512550324295976
  (0, 6667)	0.20229899391356113
  (0, 6555)	0.25937462562957586
  (0, 6357)	0.38519748855229535
  (0, 4402)	0.19286293222834652
  (0, 4193)	0.36771263953504724
  (0, 3850)	0.19163427522357002
  (0, 2375)	0.2929115359329846
  (0, 1702)	0.21161247433930191
  (0, 1419)	0.30793154588992505
  (0, 325)	0.38519748855229535"
0,"  (0, 6986)	0.2864698850069175
  (0, 6893)	0.2272424626760989
  (0, 6100)	0.2609541791819765
  (0, 5637)	0.3942723347865339
  (0, 5533)	0.20868193408735664
  (0, 4498)	0.246411338005476
  (0, 4285)	0.22528041189758072
  (0, 4203)	0.20868193408735664
  (0, 2415)	0.3704437297922783
  (0, 1633)	0.28843193578543574
  (0, 944)	0.3024881251225287
  (0, 876)	0.3636775982318656"
1,"  (0, 5825)	1.0"
1,"  (0, 3964)	0.3613172628384905
  (0, 3880)	0.2652079912277268
  (0, 3731)	0.26073412088987713
  (0, 3175)	0.4786637765188772
  (0, 3013)	0.30987694068983457
  (0, 2705)	0.30987694068983457
  (0, 2012)	0.5567457476027474"
1,"  (0, 939)	0.7963273037972378
  (0, 916)	0.6048659564126764"
1,"  (0, 4454)	0.45239336305325856
  (0, 3159)	0.5439916547812653
  (0, 2906)	0.5439916547812653
  (0, 1705)	0.3201049969889463
  (0, 472)	0.31783516958440994"
1,"  (0, 2630)	0.4804498658905023
  (0, 2179)	0.8770221926301514"
1,"  (0, 7752)	0.3297813799869153
  (0, 7056)	0.4897468097313243
  (0, 4032)	0.39485071638869923
  (0, 3017)	0.499577145632506
  (0, 665)	0.36831177087075234
  (0, 377)	0.3320456753806247"
1,"  (0, 7406)	0.4784763233185543
  (0, 7362)	0.1281200233741954
  (0, 7060)	0.08718294073436955
  (0, 6668)	0.2107217385690503
  (0, 6473)	0.5331681521182119
  (0, 6431)	0.26658407605910595
  (0, 3989)	0.22169617060268554
  (0, 3561)	0.1224871758473944
  (0, 3498)	0.22521130471762255
  (0, 3148)	0.10658088980391815
  (0, 3028)	0.4262210896495664
  (0, 1822)	0.12166302477006537
  (0, 1705)	0.1568680219892594"
1,"  (0, 6824)	0.32132432809009087
  (0, 6770)	0.6789415065891988
  (0, 5762)	0.4900695887448232
  (0, 1175)	0.44229052103263566"
1,"  (0, 7202)	0.28176861158378785
  (0, 6106)	0.3277320825237283
  (0, 5814)	0.241460879575149
  (0, 5681)	0.23224023392104662
  (0, 3880)	0.31223289137365895
  (0, 3731)	0.1534828721946601
  (0, 2792)	0.21874852984754092
  (0, 2688)	0.604601470200987
  (0, 2567)	0.26199300309185464
  (0, 1973)	0.31285569793832435"
1,"  (0, 7706)	0.27354537722183586
  (0, 6905)	0.25924476902597465
  (0, 6893)	0.24201778965712523
  (0, 5605)	0.368263527409283
  (0, 4984)	0.25772822497317965
  (0, 4249)	0.24829493866747543
  (0, 3453)	0.24591423813634575
  (0, 2857)	0.2910643909326252
  (0, 2497)	0.3610170906852733
  (0, 1927)	0.2895719230845165
  (0, 1418)	0.4199079602653297"
1,"  (0, 7620)	0.21597086020660197
  (0, 6789)	0.17601579657146227
  (0, 6197)	0.42472154539655116
  (0, 5646)	0.18236698013627253
  (0, 5417)	0.2520230521854272
  (0, 4616)	0.27322473995724494
  (0, 3732)	0.23082136441360945
  (0, 3148)	0.3277075247506249
  (0, 2826)	0.15817876886083182
  (0, 1994)	0.27322473995724494
  (0, 1993)	0.2520230521854272
  (0, 1822)	0.12469367561865481
  (0, 1806)	0.15817876886083182
  (0, 1705)	0.16077563652421603
  (0, 1019)	0.27322473995724494
  (0, 624)	0.17601579657146227
  (0, 42)	0.27322473995724494"
0,"  (0, 7521)	0.25171610017515045
  (0, 6293)	0.5034322003503009
  (0, 6100)	0.16660151502554277
  (0, 5533)	0.1332292377397393
  (0, 5459)	0.22075756529510845
  (0, 4998)	0.16801079231626304
  (0, 4432)	0.1332292377397393
  (0, 3383)	0.25171610017515045
  (0, 3186)	0.25171610017515045
  (0, 3115)	0.2093316911978647
  (0, 2973)	0.24029022607790673
  (0, 2007)	0.3209024018749419
  (0, 1683)	0.25171610017515045
  (0, 1677)	0.24029022607790673
  (0, 1374)	0.1989693271963051
  (0, 28)	0.22589532711846483"
1,"  (0, 7774)	0.36622148664606996
  (0, 5926)	0.5073625738043624
  (0, 3963)	0.5073625738043624
  (0, 3884)	0.4679922632000256
  (0, 3561)	0.23311748291440687
  (0, 1702)	0.27872520673332946"
0,"  (0, 7754)	0.209235145032396
  (0, 7216)	0.2282259425400694
  (0, 6523)	0.32558742088790593
  (0, 6339)	0.32558742088790593
  (0, 6232)	0.23267061585404608
  (0, 5024)	0.23362285327129526
  (0, 4845)	0.2790117600427823
  (0, 4166)	0.21028896590049395
  (0, 4020)	0.32558742088790593
  (0, 2415)	0.165822447070643
  (0, 1822)	0.1610911854834624
  (0, 1322)	0.26401587068615784
  (0, 1163)	0.2935427506181618
  (0, 902)	0.20000363444551017
  (0, 899)	0.32558742088790593"
1,"  (0, 6197)	0.4737935220325505
  (0, 4059)	0.5979644597317172
  (0, 3641)	0.48550512585722166
  (0, 3144)	0.42689925760548"
1,"  (0, 6667)	0.5444293046322461
  (0, 5401)	0.838806731170923"
1,"  (0, 7767)	0.5187100761361879
  (0, 5869)	0.46550134157844963
  (0, 5832)	0.5187100761361879
  (0, 4609)	0.49516483600740857"
1,"  (0, 7399)	0.2950841576227592
  (0, 4955)	0.31313213953498986
  (0, 4794)	0.37275926993343717
  (0, 3521)	0.4991756202075699
  (0, 2989)	0.26602270958114993
  (0, 2642)	0.32680796831912834
  (0, 873)	0.4991756202075699"
1,"  (0, 6046)	0.27200994031102044
  (0, 5826)	0.3361662316975185
  (0, 3410)	0.27200994031102044
  (0, 2775)	0.8160298209330614
  (0, 2644)	0.15859079408774182
  (0, 2591)	0.21899255875224546"
1,"  (0, 3280)	0.7467046561602212
  (0, 1087)	0.6651557385068897"
1,"  (0, 6910)	0.46157471612675605
  (0, 6197)	0.32223254080819835
  (0, 5648)	0.5171664779169879
  (0, 4641)	0.2798627816503955
  (0, 2372)	0.5031958705537124
  (0, 1253)	0.2900423150168431"
1,"  (0, 7655)	0.2620291922182418
  (0, 7500)	0.21979216050365014
  (0, 7216)	0.2005447664570286
  (0, 5965)	0.2509714874803901
  (0, 5706)	0.36502609083728366
  (0, 4641)	0.13958297893802377
  (0, 4447)	0.19384655075278306
  (0, 3814)	0.20702361158718705
  (0, 3627)	0.2079255613243136
  (0, 2787)	0.22690325993730215
  (0, 1868)	0.2860974197613298
  (0, 1836)	0.23021272603489198
  (0, 1505)	0.16828783205208522
  (0, 1492)	0.49590036329342246
  (0, 1083)	0.20702361158718705"
0,"  (0, 7227)	0.30189933869671703
  (0, 5592)	0.3318509221872557
  (0, 5440)	0.3560324805417614
  (0, 5213)	0.2239642397756086
  (0, 5008)	0.3318509221872557
  (0, 4201)	0.27515003486269174
  (0, 2351)	0.32608089705122273
  (0, 1489)	0.2383006729963689
  (0, 729)	0.2823686090768757
  (0, 461)	0.25762948168350774
  (0, 102)	0.3560324805417614"
1,"  (0, 7225)	0.3324340797262277
  (0, 7167)	0.16128173649623173
  (0, 7060)	0.12114530754559705
  (0, 6865)	0.1864405017660187
  (0, 6180)	0.5737492134892934
  (0, 5848)	0.1820221512028114
  (0, 5660)	0.2997367376546276
  (0, 2455)	0.2868746067446467
  (0, 1606)	0.3536180282805267
  (0, 1605)	0.3536180282805267
  (0, 1557)	0.17172286573844137"
0,"  (0, 7170)	0.19892906652354383
  (0, 7167)	0.14151926277153337
  (0, 7044)	0.16674187521704842
  (0, 6987)	0.23616869110573205
  (0, 6970)	0.31028784630026984
  (0, 5986)	0.31028784630026984
  (0, 4246)	0.31028784630026984
  (0, 3593)	0.2850652338547549
  (0, 2077)	0.31028784630026984
  (0, 1746)	0.22901069110953595
  (0, 1289)	0.25692998430797037
  (0, 1168)	0.1798888316165118
  (0, 461)	0.2169530894116063
  (0, 161)	0.31028784630026984
  (0, 56)	0.31028784630026984"
0,"  (0, 6441)	0.30444746206800877
  (0, 4432)	0.24640620283606443
  (0, 3495)	0.46554652333915403
  (0, 2868)	0.32104464502994157
  (0, 1774)	0.44441447831548875
  (0, 1702)	0.2557530997777605
  (0, 1253)	0.21712911958821074
  (0, 521)	0.46554652333915403"
1,"  (0, 4990)	0.7120052292009753
  (0, 4237)	0.5009504148903449
  (0, 2007)	0.492033774665579"
1,"  (0, 7328)	0.4837498504875226
  (0, 5759)	0.4309186857200784
  (0, 4227)	0.3390461108255138
  (0, 3964)	0.3498294717051089
  (0, 3888)	0.40645042886529054
  (0, 2883)	0.42161628619684416"
1,"  (0, 2288)	0.7515750396589491
  (0, 1175)	0.6596476027104541"
1,"  (0, 7720)	0.537643936702282
  (0, 7360)	0.4588050087848563
  (0, 3148)	0.2748192201236632
  (0, 2989)	0.3496974158658255
  (0, 2928)	0.3749237791012828
  (0, 476)	0.40256084595126534"
1,"  (0, 7796)	0.55787850543247
  (0, 4904)	0.55787850543247
  (0, 3551)	0.5325553355589715
  (0, 1702)	0.30647668903285014"
1,"  (0, 7060)	1.0"
1,"  (0, 7339)	0.5300180752819001
  (0, 3923)	0.7512749245479474
  (0, 2415)	0.3932770367310376"
1,"  (0, 6978)	0.3828325663670288
  (0, 6730)	0.28888112196725785
  (0, 5559)	0.46832368835663835
  (0, 2558)	0.46832368835663835
  (0, 1724)	0.46832368835663835
  (0, 1362)	0.33467251496332284"
1,"  (0, 5996)	0.6585160013278463
  (0, 4897)	0.4550698513473499
  (0, 4784)	0.4974791809649899
  (0, 3731)	0.3343390059449956"
1,"  (0, 4695)	0.7664078965180804
  (0, 3880)	0.3650813671623355
  (0, 1793)	0.5285210795281597"
1,"  (0, 6581)	0.545244921266043
  (0, 3818)	0.43322733568569477
  (0, 3398)	0.4034770445177247
  (0, 1928)	0.593488269467479"
1,"  (0, 6197)	0.5911168471465392
  (0, 3641)	0.6057285419163833
  (0, 3144)	0.5326103702777364"
1,"  (0, 3453)	0.5134351058416134
  (0, 3446)	0.36757912084053035
  (0, 1702)	0.48163031152368296
  (0, 138)	0.6077024148652975"
1,"  (0, 7399)	0.40207795621341946
  (0, 4641)	0.32065010899247187
  (0, 2989)	0.3624791931781263
  (0, 2928)	0.7772552085662019"
1,"  (0, 4984)	0.6871244853654994
  (0, 3964)	0.7265397040845034"
1,"  (0, 7828)	0.7782732105846969
  (0, 6386)	0.6279257995067475"
1,"  (0, 7174)	0.5949455491342014
  (0, 6100)	0.4489940342971237
  (0, 4425)	0.46781588175549993
  (0, 3641)	0.3601972031790292
  (0, 1822)	0.30959720013321546"
1,"  (0, 7784)	0.30703228670667554
  (0, 7187)	0.34497618317545975
  (0, 7060)	0.147053172164616
  (0, 6813)	0.3482249687582742
  (0, 5411)	0.3027757772871237
  (0, 4402)	0.22513468336994072
  (0, 4314)	0.4496525777044641
  (0, 3339)	0.4292419892010772
  (0, 3148)	0.17977207244644888
  (0, 2575)	0.2876185368188581"
1,"  (0, 7764)	0.202134084907293
  (0, 6333)	0.26516486124427324
  (0, 5848)	0.17420004619272275
  (0, 5540)	0.28340274036138646
  (0, 4794)	0.2527164473311444
  (0, 4478)	0.3384218703822013
  (0, 3955)	0.1923500618402161
  (0, 3148)	0.1417354371902141
  (0, 2674)	0.2802260123415518
  (0, 2170)	0.35451393432444045
  (0, 1836)	0.26312913743823774
  (0, 1229)	0.31814826745905256
  (0, 1001)	0.21120413829398513
  (0, 945)	0.24977525657840213
  (0, 584)	0.24703707349599857"
1,"  (0, 6905)	0.5584509767959096
  (0, 5419)	0.5260523474915232
  (0, 3148)	0.3616381993917793
  (0, 476)	0.5297350724230216"
1,"  (0, 7451)	0.37325303319568515
  (0, 7167)	0.22657513725287873
  (0, 3472)	0.5203988735699281
  (0, 2415)	0.24447378461047511
  (0, 1977)	0.4967769757031645
  (0, 1844)	0.41601317345039773
  (0, 1253)	0.24271204613984051"
1,"  (0, 7752)	0.2769529365285968
  (0, 6785)	0.3607121736113387
  (0, 6580)	0.30599729671001075
  (0, 6323)	0.3978339044861917
  (0, 3777)	0.37814027994775073
  (0, 1818)	0.3524565819978802
  (0, 1193)	0.3524565819978802
  (0, 1013)	0.38708691775619036"
1,"  (0, 7735)	0.21516861346726857
  (0, 6824)	0.15510830990172103
  (0, 6445)	0.327735749842299
  (0, 6250)	0.2725510157385695
  (0, 6197)	0.33963843385607667
  (0, 5922)	0.2941169610029981
  (0, 4794)	0.23362752869329037
  (0, 4641)	0.14749000305174506
  (0, 4456)	0.1803742978757928
  (0, 4056)	0.1933193456415525
  (0, 4041)	0.2119051222562869
  (0, 3636)	0.20613796914952817
  (0, 3179)	0.327735749842299
  (0, 2849)	0.2119051222562869
  (0, 1011)	0.327735749842299
  (0, 121)	0.22962099691220014"
1,"  (0, 7060)	0.1530004597694356
  (0, 6992)	0.1945312680761766
  (0, 6492)	0.20514929616497962
  (0, 6117)	0.1778764525219991
  (0, 6114)	0.7840605841244448
  (0, 5357)	0.1917721628108053
  (0, 5117)	0.22330093507467524
  (0, 5010)	0.19761568534408697
  (0, 4794)	0.1667499175926852
  (0, 3850)	0.11637378824913165
  (0, 3731)	0.10954848866384065
  (0, 3090)	0.1648092314172362
  (0, 582)	0.20992380172050096"
0,"  (0, 7571)	0.3223646641915764
  (0, 5873)	0.31748829545024204
  (0, 5538)	0.4344548495269557
  (0, 5213)	0.3115467792564463
  (0, 2745)	0.34225195491679344
  (0, 1489)	0.3314895594093314
  (0, 1001)	0.3198770436163721
  (0, 225)	0.4244134092081536"
1,"  (0, 7591)	0.2504313311898235
  (0, 7060)	0.1465807528694044
  (0, 4995)	0.3727379613658148
  (0, 3714)	0.41342799729356683
  (0, 3641)	0.23798377847835117
  (0, 2849)	0.28979926219957475
  (0, 2668)	0.21012163159062652
  (0, 2286)	0.29426237915997294
  (0, 1920)	0.26438154556768556
  (0, 1083)	0.2991615834996798
  (0, 890)	0.2767168035924236
  (0, 121)	0.31402730987411126"
